id,name,rarity,type,nation,icon_url
3040,개량형 소나,SSR,기타,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3000.webp
3100,산소 봄베,SR,기타,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3100.webp
3120,잠수함 스노클,SSR,기타,KMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3120.webp
3140,개량형 축전지,SSR,기타,KMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3140.webp
3200,VH 장갑 강판,SSR,기타,IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3200.webp
3220,VC 장갑 강판,SR,기타,IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3220.webp
3300,사신의 인,SSR,기타,ROC,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3300.webp
3400,"""94식 40cm 포"" 부속",SSR,적재,IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3400.webp
3500,군장 보급(항공),SR,적재,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3500.webp
3520,군장 보급(중소구경 무기),SR,적재,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3520.webp
3540,군장 보급(어뢰),SR,적재,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3540.webp
3560,파손된 연설문,SR,기타,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3560.webp
3580,해군성 사격 통제 설비,UR,기타,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3580.webp
3600,사르데냐의 초대장,SR,기타,RN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3600.webp
3620,결계 통행 증서,SR,기타,IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3620.webp
3640,알비온의 보고서,SR,기타,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3640.webp
3660,크라운,SSR,기타,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3660.webp
3680,12파운드 캐논,R,함포(구축),MOT,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3680.webp
3700,12파운드 캐논,SR,함포(구축),MOT,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3680.webp
3720,12파운드 롱 캐논,SSR,함포(구축),MOT,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3680.webp
3740,구형 포환,SR,기타,MOT,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3740.webp
3760,돛줄 부품,SR,기타,MOT,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3760.webp
3780,눈 덮인 꿈,SR,기타,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3780.webp
3800,매화 이야기,SSR,기타,ROC,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3800.webp
3820,E형 수상기,SR,적재,ROC,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3820.webp
3840,“요정 마법” 포스터,SSR,기타,SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3840.webp
3860,여왕의 스케줄(기밀),SR,기타,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3860.webp
3880,작전 보고·극지 폭풍,SR,기타,SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3880.webp
3900,「신석 샘플」연구 노트,SR,기타,IJN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3900.webp
3920,오아시스 기압계,SR,기타,RN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3920.webp
3940,정예 항공 정비 만쥬,SR,기타,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3940.webp
3960,박람회 기념 티켓,SR,기타,RN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3960.webp
3980,모의 전자 대항전 커맨드,SR,기타,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/3980.webp
4020,기본형 폭뢰 발사기,N,설비,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4000.webp
4040,기본형 폭뢰 발사기,R,설비,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4000.webp
4100,개량형 폭뢰 발사기,N,설비,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4100.webp
4120,개량형 폭뢰 발사기,R,설비,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4100.webp
4140,개량형 폭뢰 발사기,SR,설비,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4100.webp
4200,소드피쉬 Mark.II-ASV,N,초계기 ,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4200.webp
4220,소드피쉬 Mark.II-ASV,R,초계기 ,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4200.webp
4240,소드피쉬 Mark.II-ASV,SR,초계기 ,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4200.webp
4260,페어리 가닛,SSR,초계기 ,HMS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4260.webp
4300,TBM-3 어벤져,N,초계기 ,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4300.webp
4320,TBM-3 어벤져,R,초계기 ,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4300.webp
4340,TBM-3 어벤져,SR,초계기 ,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4300.webp
4360,TBM 어벤져 (VT-51),SSR,초계기 ,USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/4360.webp
5020,533mm 3연장 어뢰,N,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5000.webp
5040,533mm 3연장 어뢰,R,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5000.webp
5100,533mm 4연장 어뢰,N,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5100.webp
5120,533mm 4연장 어뢰,R,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5100.webp
5140,533mm 4연장 어뢰,SR,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5100.webp
5200,533mm 5연장 어뢰,R,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5200.webp
5220,533mm 5연장 어뢰,SR,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5200.webp
5240,533mm 5연장 어뢰,SSR,어뢰,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5200.webp
5320,550mm 연장 어뢰,N,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5300.webp
5340,550mm 연장 어뢰,R,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5300.webp
5400,550mm 3연장 어뢰 발사관,N,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5400.webp
5420,550mm 3연장 어뢰 발사관,R,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5400.webp
5440,550mm 3연장 어뢰,SR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5400.webp
5500,잠수함용 550mm 24V 어뢰,N,어뢰(잠수함),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5500.webp
5520,잠수함용 550mm 24V 어뢰,R,어뢰(잠수함),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5500.webp
5540,잠수함용 550mm 24V 어뢰,SR,어뢰(잠수함),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5500.webp
5600,550mm 4연장 어뢰,SR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5600.webp
5620,550mm 4연장 어뢰 (탄약 조정),SR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5620.webp
5640,550mm 4연장 어뢰改 (탄약 조정),SSR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5640.webp
5660,550mm 어뢰 세트 (3연장+2연장),SSR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5660.webp
5680,시제형 550mm 3연장 어뢰改 (탄약 조정),SSR,어뢰,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/5680.webp
6020,12.7mm 대공 기관총,N,대공포,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/6000.webp
6040,12.7mm 대공 기관총,R,대공포,UNIV,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/6000.webp
6120,100mm 연장 고사포,N,대공포,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/6100.webp
6140,100mm 연장 고사포,R,대공포,FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/6100.webp
7020,152mm 단장포,N,함포(경순),SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7000.webp
7040,152mm 단장포,R,함포(경순),SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7000.webp
7120,150mm 단장포,N,함포(경순),ROC,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7100.webp
7140,150mm 단장포,R,함포(경순),ROC,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7100.webp
7200,130mm 단장포,N,함포(구축),SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7200.webp
7220,130mm 단장포,R,함포(구축),SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7200.webp
7240,130mm 단장포,SR,함포(구축),SN,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7200.webp
7300,시제형 203mm 3연장포,SSR,함포(중순),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7300.webp
7320,130mm 부포 Mle 1932,R,함포(구축),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7320.webp
7340,잠수함용 203mm 연장포 Mle 1924,R,함포(중순),FFNF,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/7340.webp
11020,76mm 단장포,N,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11000.webp
11040,76mm 단장포,R,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11000.webp
11060,127mm 단장포 초기형,R,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11060.webp
11100,127mm 단장포,N,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11100.webp
11120,127mm 단장포,R,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11100.webp
11140,127mm 단장포,SR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11100.webp
11160,연장포127mm 부포,SR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11160.webp
11200,127mm 연장 양용포 Mk12,R,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11200.webp
11220,127mm 연장 양용포 Mk12,SR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11200.webp
11240,127mm 연장 양용포 Mk12,SSR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11200.webp
11260,시제형 137mm 연장 양용포 Mk1,SSR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11260.webp
11280,시제형 127mm 연장고각포 Mk16,SSR,함포(구축),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/11280.webp
12020,152mm 연장포,N,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12000.webp
12040,152mm 연장포,R,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12000.webp
12060,연장 152mm 주포 Mk15,R,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12060.webp
12100,152mm 3연장포,N,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12100.webp
12120,152mm 3연장포,R,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12100.webp
12140,152mm 3연장포,SR,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12100.webp
12160,3연장 152mm 주포 Mk16,SSR,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12160.webp
12200,시제형 3연장 152mm 양용포 Mk17,SSR,함포(경순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/12200.webp
13020,203mm 3연장포,N,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13000.webp
13040,203mm 3연장포,R,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13000.webp
13060,3연장 203mm 주포 Mk13,R,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13060.webp
13080,3연장 203mm 주포 Mk14,SR,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13080.webp
13100,개량형 203mm 3연장포,N,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13100.webp
13120,개량형 203mm 3연장포,R,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13100.webp
13140,개량형 203mm 3연장포,SR,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13100.webp
13160,3연장 203mm 주포 Mk15,SSR,함포(중순),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/13160.webp
13180,305mm 3연장포 Mk8,UR,함포 (포켓 전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14000.webp
14000,305mm 3연장포 Mk8,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14000.webp
14020,305mm 3연장포 Mk8,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14000.webp
14040,305mm 3연장포 Mk8,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14000.webp
14120,356mm 3연장포,N,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14100.webp
14140,356mm 3연장포,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14100.webp
14160,시제형 4연장 356mm 주포 MkB,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14160.webp
14180,연장포 406mm 주포 Mk1,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14180.webp
14200,406mm 연장포 Mk5,N,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14200.webp
14220,406mm 연장포 Mk5,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14200.webp
14240,406mm 연장포 Mk5,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14200.webp
14260,연장포 406mm 주포 Mk8,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14260.webp
14300,406mm 3연장포 Mk6,N,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14300.webp
14320,406mm 3연장포 Mk6,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14300.webp
14340,406mm 3연장포 Mk6,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14300.webp
14360,시제형 3연장 406mm 주포 MkD,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14360.webp
14380,3연장 406mm 주포 Mk2,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14380.webp
14400,406mm 3연장포 Mk7,R,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14400.webp
14420,406mm 3연장포 Mk7,SR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14400.webp
14440,406mm 3연장포 Mk7,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14400.webp
14460,406mm 3연장포 Mk7,UR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14400.webp
14480,시제형 406mm/45 3연장포 MK7,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14480.webp
14500,시제형 457mm 연장포 Mk A,UR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14500.webp
14520,시제형 연장 406mm 주포 Mk4,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14520.webp
14540,시제형 406mm 3연장포 Mk6改,SSR,함포(전함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/14540.webp
15000,잠수함용 Mark 14 어뢰,N,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15000.webp
15020,잠수함용 Mark 14 어뢰,R,어뢰(잠수함),USS,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/equips/15000.webp
