id,shipgirl,skin,tag,category,shipyard_url
102094,클리블랜드,신년 배틀!,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102094.webp
102095,클리블랜드,남방의 여행길,배경,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102095.webp
102096,클리블랜드,골든 컨덕터,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102096.webp
102097,클리블랜드,가게의 기사,"L2D, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102097.webp
102098,클리블랜드,가슴 떨리는 순간,X,서약,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102098.webp
102100,컬럼비아,컬럼비아,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102100.webp
102101,컬럼비아,방학 전의 Odette,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102101.webp
102102,컬럼비아,종횡무진 초원 여행,배경,기타,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102102.webp
102110,리치몬드,리치몬드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102110.webp
102120,호놀룰루,호놀룰루,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102120.webp
102121,호놀룰루,양산을 쓴 그녀,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102121.webp
102122,호놀룰루,여름의 수난,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102122.webp
102123,호놀룰루,대담한(?) 루돌프 아가씨,배경,크리스마스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102123.webp
102124,호놀룰루,둘만의 여름 축제,"L2D, 배경",여름 축제,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102124.webp
102130,세인트루이스,세인트루이스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102130.webp
102131,세인트루이스,봄의 꽃,"L2D, 배경",이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102131.webp
102132,세인트루이스,"눈 내린 그날 밤, 잊지 못할 그 한 잔의 술","L2D, 배경",정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102132.webp
102133,세인트루이스,Luxury Handle,"L2D, 배경",파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102133.webp
102134,세인트루이스,풀 데크 애프터눈,"L2D, 배경",수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102134.webp
102140,몬트필리어,몬트필리어,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102140.webp
102141,몬트필리어,눈 내린 밤에 핀 꽃,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102141.webp
102142,몬트필리어,마경의 프린세스？,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102142.webp
102143,몬트필리어,살짝 취했을 때의 해열법,배경,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102143.webp
102150,덴버,덴버,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102150.webp
102151,덴버,수증기 속의 여유,X,온천 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102151.webp
102160,멤피스,멤피스,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102160.webp
102161,멤피스,바다 여행,X,사복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102161.webp
102162,멤피스,Mystical Night,배경,할로윈,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102162.webp
102163,멤피스,수업 중의 미풍,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102163.webp
102180,콩코드,콩코드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102180.webp
102181,콩코드,스위티 애플,배경,정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102181.webp
102182,콩코드,성탄☆당분천국,특수배경 (움짤),크리스마스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102182.webp
102190,꼬마 헬레나,꼬마 헬레나,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102190.webp
102200,꼬마 클리블랜드,꼬마 클리블랜드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102200.webp
102210,꼬마 샌디에이고,꼬마 샌디에이고,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102210.webp
102220,산후안,산후안,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102220.webp
102221,산후안,Loinging Princess,배경,파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102221.webp
102230,버밍햄,버밍햄,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102230.webp
102231,버밍햄,적색의 기수,배경,학교,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102231.webp
102232,버밍햄,풍년의 서설,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102232.webp
102233,버밍햄,도착지는 바람 따라,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102233.webp
102234,버밍햄,Briar Maid,배경,메이드 타임,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102234.webp
102240,클리블랜드(μ장비),클리블랜드(μ장비),X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102240.webp
102250,빌럭시,빌럭시,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102250.webp
102251,빌럭시,뷰티풀 갱스터,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102251.webp
102252,빌럭시,LA 엠프레스,특수배경 (움짤),파티,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102252.webp
102253,빌럭시,찬란한 불꽃놀이의 밤,특수배경 (움짤),정월,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102253.webp
102254,빌럭시,로미오 혹은 줄리엣?,배경,동화 속 세계,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102254.webp
102260,리노,리노,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102260.webp
102261,리노,파도의 치어리더 단장!,특수배경 (움짤),스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102261.webp
102262,리노,여름 번외편,배경,수영복,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102262.webp
102263,리노,Bunny·Reno!,"L2D, 배경",카니발,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102263.webp
102264,리노,빛나는 이스트 글림의 봄,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102264.webp
102270,마블헤드,마블헤드,X,,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102270.webp
102271,마블헤드,Boxing Girl！,X,스포츠,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102271.webp
102272,마블헤드,눈의 차밍 타임,X,크리스마스,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102272.webp
102273,마블헤드,29.5일의 달구경 시간,특수배경 (움짤),이스트 글림 스타일,https://raw.githubusercontent.com/JforPlay/data_for_toy/main/skin_shipyard/102273.webp
